A000048,A000141,A000322,A000323,B000022,B000248,B000340,B000365,B000642,B000760,B000835,B000861,B000900,B001173,C000233,C000332,C000480,C000496,C000753,D000156,D000367,D000394,D000396,D000457,E000249,E000264,F000099,F000140,F000174,F000248,G000146,G000204,G000540,H000121,H000827,H000988,J000046,J000172,J000221,J000229,M000084,M000216,M001015,N000140,P000161,P000277,P000299,P000506,R000144,R000368,R000518,S000216,S000261,S000362,S000487,S000621,S000682,S001033,S001068,T000208,T000231,T000313,T000319,W000005,W000055,W000274,W000285,W000511,W000585,W000772,date,isAmendment,requires,result,title,billTitle,committee,officialTitle,sponsor
Yea,Yea,Yea,,Yea,Yea,Not Voting,Not Voting,,Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,,Nay,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,,Not Voting,,Not Voting,Yea,Yea,Nay,Not Voting,Yea,,,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,,Yea,,Not Voting,1854-06-29,0,,unknown,hr405,,,,unknown
Nay,Yea,Nay,,Not Voting,Nay,Not Voting,Not Voting,,Nay,Nay,Yea,Nay,Not Voting,Yea,Nay,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Nay,,Yea,Not Voting,Nay,Not Voting,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,,Not Voting,,Yea,Yea,Not Voting,Yea,Nay,Yea,,,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,,Nay,,Not Voting,1854-06-29,0,,unknown,s411,,,,unknown
Yea,Yea,Yea,,Nay,Yea,Nay,Not Voting,,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Yea,,Yea,Nay,Yea,Not Voting,Yea,Yea,Nay,Yea,Not Voting,Yea,Not Voting,Nay,Not Voting,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Nay,,Not Voting,,Yea,Not Voting,Not Voting,Nay,Not Voting,Yea,,,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,,Nay,,Not Voting,1854-06-30,0,,unknown,s158,,,,unknown
Yea,Yea,Yea,,Nay,Yea,Nay,Not Voting,,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,,Nay,Nay,Yea,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Yea,Not Voting,Nay,Not Voting,Nay,,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Nay,Not Voting,Yea,,,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Nay,,Yea,,Not Voting,1854-06-30,0,,unknown,s158,,,,unknown
Yea,Yea,Yea,,Nay,Yea,Nay,Not Voting,,Yea,Yea,Not Voting,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Yea,,Not Voting,Nay,Yea,Not Voting,Yea,Nay,Nay,Yea,Not Voting,Yea,Yea,Nay,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Not Voting,Nay,,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Nay,Not Voting,Yea,,,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,,Yea,,Not Voting,1854-06-30,0,,unknown,s158,,,,unknown
Yea,Yea,Yea,,Yea,Not Voting,Yea,Not Voting,,Yea,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Yea,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Nay,,Yea,Yea,Nay,Not Voting,Yea,Nay,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Not Voting,Not Voting,,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Yea,Not Voting,Nay,,,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,,Nay,,Not Voting,1854-06-30,0,,unknown,s415,,,,unknown
Nay,Yea,Not Voting,,Yea,Nay,Yea,Not Voting,,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Nay,,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,,Yea,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,Not Voting,,,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,,Nay,,Not Voting,1854-07-05,0,,unknown,s411,,,,unknown
Yea,Yea,Not Voting,,Yea,Not Voting,Not Voting,Not Voting,,Nay,Yea,Yea,Yea,Yea,Not Voting,Nay,Yea,Nay,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Yea,,Yea,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,Yea,,,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Nay,,Nay,,Not Voting,1854-07-05,0,,unknown,s388,,,,unknown
Nay,Yea,Not Voting,,Nay,Not Voting,Yea,Not Voting,,Yea,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,,Yea,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,Not Voting,Yea,,Yea,Not Voting,Nay,Nay,Yea,Yea,Not Voting,Yea,,,Nay,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Nay,,Nay,,Not Voting,1854-07-05,0,,unknown,,,,,unknown
Nay,Nay,Nay,,Yea,Nay,Yea,Yea,,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Not Voting,Nay,Yea,Nay,Nay,Not Voting,Nay,Yea,Nay,,Yea,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Nay,,,Yea,Yea,Not Voting,Not Voting,Not Voting,Nay,Yea,Not Voting,Nay,,Nay,,Not Voting,1854-07-06,0,,unknown,s44,,,,unknown
Nay,Nay,Not Voting,,Yea,Nay,Yea,Yea,,Nay,Nay,Yea,Yea,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Not Voting,Not Voting,Nay,Yea,Not Voting,Yea,,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,,,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,,Not Voting,,Not Voting,1854-07-06,0,,unknown,s338,,,,unknown
Nay,Yea,Not Voting,,Yea,Nay,Yea,Yea,,Not Voting,Nay,Yea,Nay,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Nay,Yea,Not Voting,Yea,,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,Not Voting,Yea,Not Voting,Nay,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Nay,Yea,Yea,,Yea,Nay,Yea,Nay,Nay,Not Voting,Not Voting,Nay,,,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Not Voting,,Nay,,Not Voting,1854-07-07,0,,unknown,s338,,,,unknown
Nay,Not Voting,Not Voting,,Not Voting,Nay,Not Voting,Not Voting,,Not Voting,Nay,Yea,Not Voting,Nay,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Nay,Yea,,Yea,Not Voting,Nay,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,Nay,Not Voting,Not Voting,Yea,Nay,Yea,Not Voting,Not Voting,Nay,Yea,Yea,,Yea,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,,,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,,Nay,,Not Voting,1854-07-07,0,,unknown,s328,,,,unknown
Nay,Nay,Not Voting,,Nay,Nay,Not Voting,Not Voting,,Yea,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,,Yea,Not Voting,Nay,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,Yea,Yea,,Yea,Nay,Yea,Nay,Not Voting,Not Voting,Not Voting,Nay,,,Yea,Yea,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Nay,,Nay,,Not Voting,1854-07-07,0,,unknown,s310,,,,unknown
Not Voting,Not Voting,Yea,,Not Voting,Not Voting,Yea,Yea,,Yea,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,,,Yea,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,,Yea,,Not Voting,1854-07-10,0,,unknown,,,,,unknown
Yea,Nay,Nay,,Not Voting,Yea,Nay,Yea,,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Yea,,Yea,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Yea,Nay,,Not Voting,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,,,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Nay,Nay,,Nay,,Not Voting,1854-07-10,0,,unknown,hr37,,,,unknown
Not Voting,Not Voting,Yea,,Not Voting,Not Voting,Yea,Yea,,Yea,Nay,Nay,Yea,Yea,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Not Voting,,Yea,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,,,Yea,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,,Yea,,Not Voting,1854-07-11,0,,unknown,,,,,unknown
Yea,Yea,Yea,,Not Voting,Not Voting,Not Voting,Yea,,Nay,Nay,Not Voting,Yea,Yea,Yea,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Yea,,Nay,Nay,Yea,Not Voting,Yea,Nay,Not Voting,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Yea,Nay,Not Voting,,Not Voting,Yea,Nay,Yea,Yea,Nay,Yea,Yea,,,Yea,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,,Not Voting,,Not Voting,1854-07-11,0,,unknown,,,,,unknown
Yea,Yea,Yea,,Yea,Not Voting,Yea,Yea,,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Nay,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,,Not Voting,Nay,Nay,Yea,Yea,Nay,Yea,Yea,,,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,,Not Voting,,Not Voting,1854-07-11,0,,unknown,,,,,unknown
Yea,Yea,Yea,,Yea,Yea,Yea,Yea,,Nay,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,,Nay,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,,Not Voting,Nay,Nay,Yea,Yea,Nay,Yea,Yea,,,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,,Not Voting,,Not Voting,1854-07-11,0,,unknown,,,,,unknown
Yea,Yea,Yea,,Yea,Yea,Yea,Yea,,Yea,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,,Nay,Not Voting,Yea,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,,Not Voting,Yea,Nay,Yea,Yea,Yea,Yea,Yea,,,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,,Not Voting,,Not Voting,1854-07-11,0,,unknown,,,,,unknown
Yea,Yea,Yea,,Yea,Not Voting,Yea,Yea,,Nay,Nay,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,,,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Not Voting,Yea,Yea,,Yea,,Not Voting,1854-07-11,0,,unknown,,,,,unknown
Nay,Yea,Nay,,Yea,Nay,Not Voting,Yea,,Yea,Nay,Not Voting,Nay,Nay,Not Voting,Yea,Nay,Not Voting,Nay,Nay,Not Voting,Not Voting,Yea,Yea,Nay,,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Yea,Yea,Yea,Nay,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Not Voting,,Nay,Nay,Not Voting,Yea,Nay,Not Voting,Yea,Nay,,,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,,Nay,,Not Voting,1854-07-11,0,,unknown,s60,,,,unknown
Nay,Nay,Nay,,Nay,Yea,Nay,Nay,,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Nay,Yea,Nay,,Yea,Nay,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,Nay,Nay,,Nay,Nay,Nay,Not Voting,Nay,Yea,Yea,Nay,,,Nay,Yea,Not Voting,Not Voting,Not Voting,Nay,Yea,Nay,Yea,,Nay,,Not Voting,1854-07-14,0,,unknown,hr37,,,,unknown
Yea,Nay,Yea,,Yea,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Yea,,Nay,Nay,Yea,Nay,Yea,Nay,Not Voting,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Not Voting,Nay,Yea,Yea,,Yea,Nay,Yea,Yea,Yea,Nay,Yea,Yea,,,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Nay,Nay,Yea,,Yea,,Not Voting,1854-07-14,0,,unknown,hr37,,,,unknown
Nay,Nay,Not Voting,,Yea,Yea,Not Voting,Yea,,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,Nay,Not Voting,Yea,,Not Voting,Nay,Yea,Nay,Yea,Nay,Not Voting,Not Voting,Not Voting,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Not Voting,Nay,Yea,Nay,,Yea,Yea,Nay,Not Voting,Yea,Nay,Nay,Not Voting,,,Nay,Not Voting,Yea,Not Voting,Not Voting,Yea,Nay,Nay,Nay,,Nay,,Not Voting,1854-07-14,0,,unknown,hr37,,,,unknown
Yea,Yea,Yea,,Yea,Yea,Not Voting,Yea,,Nay,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,Nay,Not Voting,Yea,,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,Nay,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,,,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,,Yea,,Not Voting,1854-07-14,0,,unknown,hr37,,,,unknown
Yea,Nay,Yea,,Yea,Yea,Not Voting,Yea,,Yea,Not Voting,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,Nay,Yea,Yea,,Nay,Not Voting,Yea,Nay,Yea,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,,Yea,Yea,Nay,Nay,Not Voting,Nay,Nay,Yea,,,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,,Yea,,Not Voting,1854-07-14,0,,unknown,hr37,,,,unknown
Yea,Nay,Yea,,Yea,Yea,Not Voting,Yea,,Nay,Not Voting,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,Nay,Nay,Yea,,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,,Yea,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,,,Nay,Nay,Yea,Not Voting,Not Voting,Yea,Nay,Nay,Nay,,Yea,,Not Voting,1854-07-14,0,,unknown,,,,,unknown
Nay,Nay,Nay,,Nay,Yea,Yea,Yea,,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Yea,Nay,Nay,,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Yea,Not Voting,Nay,Yea,Not Voting,Nay,Yea,Yea,,Yea,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Yea,,,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Yea,Yea,Yea,,Nay,,Not Voting,1854-07-15,0,,unknown,,,,,unknown
Yea,Yea,Yea,,Yea,Nay,Nay,Nay,,Yea,Yea,Nay,Nay,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Yea,Yea,Not Voting,Yea,Yea,,Nay,Yea,Yea,Yea,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Not Voting,Yea,Nay,Nay,,Nay,Nay,Yea,Yea,Not Voting,Not Voting,Yea,Yea,,,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Nay,,Yea,,Not Voting,1854-07-15,0,,unknown,,,,,unknown
Nay,Yea,Yea,,Yea,Yea,Yea,Yea,,Not Voting,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,Nay,Nay,Yea,,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Yea,,Yea,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Nay,,,Nay,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Nay,,Nay,,Not Voting,1854-07-15,0,,unknown,,,,,unknown
Nay,Yea,Nay,,Yea,Not Voting,Yea,Not Voting,,Nay,Nay,Yea,Yea,Nay,Nay,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Nay,,Not Voting,Yea,Yea,Nay,Nay,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Yea,,Not Voting,Nay,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,,,Nay,Yea,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,,Yea,,Not Voting,1854-07-17,0,,unknown,,,,,unknown
Yea,Nay,Nay,,Nay,Not Voting,Nay,Nay,,Nay,Yea,Yea,Nay,Nay,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Not Voting,Yea,Yea,Not Voting,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,Yea,Nay,Not Voting,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Yea,,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,,,Yea,Yea,Nay,Nay,Nay,Yea,Nay,Yea,Yea,,Yea,,Not Voting,1854-07-17,0,,unknown,,,,,unknown
Yea,Nay,Nay,,Yea,Yea,Not Voting,Yea,,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,Yea,,Nay,Nay,Yea,Not Voting,Yea,Nay,Nay,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Yea,Nay,,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,,,Nay,Nay,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,,Yea,,Not Voting,1854-07-17,0,,unknown,hr37,,,,unknown
Yea,Yea,Yea,,Yea,Yea,Not Voting,Yea,,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,Yea,Yea,,Nay,Nay,Yea,Nay,Yea,Nay,Yea,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,Yea,Not Voting,Yea,,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,,,Yea,Nay,Not Voting,Yea,Nay,Yea,Nay,Nay,Yea,,Not Voting,,Not Voting,1854-07-18,0,,unknown,,,,,unknown
Not Voting,Yea,Nay,,Yea,Nay,Yea,Yea,,Not Voting,Not Voting,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Not Voting,Nay,Nay,Yea,Yea,Yea,Nay,,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,,Nay,Nay,Not Voting,Yea,Yea,Not Voting,Not Voting,Nay,,,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,Nay,Yea,,Not Voting,,Not Voting,1854-07-18,0,,unknown,s60,,,,unknown
Yea,Nay,Nay,,Yea,Yea,Nay,Yea,,Not Voting,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,Yea,,Yea,Nay,Yea,Yea,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,,Yea,Yea,Not Voting,Not Voting,Nay,Not Voting,Nay,Nay,,,Nay,Nay,Yea,Nay,Yea,Yea,Nay,Nay,Nay,,Not Voting,,Not Voting,1854-07-19,0,,unknown,hr37,,,,unknown
Not Voting,Nay,Nay,,Not Voting,Nay,Nay,Yea,,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,Nay,Not Voting,Not Voting,Nay,Nay,,Nay,Nay,Not Voting,Yea,Nay,Not Voting,Nay,Nay,,,Nay,Nay,Yea,Nay,Yea,Not Voting,Nay,Nay,Yea,,Not Voting,,Not Voting,1854-07-19,0,,unknown,hr378,,,,unknown
Nay,Nay,Yea,,Yea,Yea,Yea,Yea,,Nay,Nay,Nay,Nay,Yea,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,Nay,Nay,Yea,,Nay,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Nay,Yea,Not Voting,Not Voting,Nay,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,,Yea,Yea,Not Voting,Nay,Yea,Not Voting,Nay,Nay,,,Nay,Nay,Nay,Yea,Yea,Yea,Not Voting,Nay,Yea,,Not Voting,,Not Voting,1854-07-19,0,,unknown,,,,,unknown
Nay,Yea,Nay,,Nay,Not Voting,Nay,Not Voting,,Nay,Nay,Not Voting,Nay,Yea,Nay,Nay,Yea,Nay,Not Voting,Yea,Nay,Nay,Nay,Nay,Yea,,Yea,Yea,Yea,Yea,Nay,Nay,Nay,Nay,Yea,Yea,Nay,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Yea,Yea,Nay,,Yea,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Nay,,,Nay,Nay,Yea,Nay,Nay,Yea,Nay,Nay,Nay,,Not Voting,,Not Voting,1854-07-19,0,,unknown,,,,,unknown
Yea,Nay,Yea,,Nay,Not Voting,Nay,Nay,,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Not Voting,Nay,,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Not Voting,Yea,Yea,Nay,Nay,Yea,Yea,Not Voting,Nay,Nay,Yea,,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Nay,Yea,,,Yea,Nay,Nay,Yea,Yea,Yea,Nay,Nay,Yea,,Not Voting,,Not Voting,1854-07-19,0,,unknown,hr37,,,,unknown
Not Voting,Nay,Nay,,Not Voting,Not Voting,Not Voting,Not Voting,,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Yea,,Not Voting,Not Voting,Nay,Yea,Nay,Nay,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Nay,Nay,Yea,Nay,Not Voting,Nay,Not Voting,Nay,,Yea,Nay,Nay,Nay,Yea,Not Voting,Nay,Yea,,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Not Voting,,Not Voting,1854-07-19,0,,unknown,hr37,,,,unknown
