A000006,A000262,B000248,B001019,C000068,C000254,C000299,C000607,C000681,C000695,C000771,C000852,D000099,D000369,D000428,D000484,E000056,F000094,F000099,F000324,F000369,G000475,G000534,H000211,H000246,H000483,H000493,H000839,H000856,J000169,K000069,M000385,M000408,M000949,M000969,M000970,M001020,N000145,N000177,O000109,P000110,P000120,P000423,P000427,R000026,R000195,R000239,R000327,R000445,S000074,S000086,S000346,S000723,S000747,S000922,S001068,T000148,T000286,T000392,V000066,V000095,W000005,W000159,W000261,W000435,W000484,W000498,W000585,Y000012,date,isAmendment,requires,result,title,billTitle,committee,officialTitle,sponsor
,Nay,Not Voting,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Not Voting,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,,Nay,,Nay,Yea,Not Voting,Not Voting,Not Voting,,,,Nay,Nay,Nay,Yea,Not Voting,Nay,,Yea,Nay,Nay,,Yea,,,,Nay,Not Voting,,Nay,,Yea,Not Voting,Nay,Not Voting,Yea,Nay,Nay,,Nay,,,,Nay,Nay,Nay,Nay,1868-06-15,0,,unknown,,,,,
,Yea,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Not Voting,,Yea,,Nay,Nay,Not Voting,Nay,Not Voting,,,,Yea,Yea,Yea,Yea,Not Voting,Yea,,Nay,Yea,Nay,,Nay,,,,Nay,Not Voting,,Nay,,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,,Nay,,,,Yea,Nay,Yea,Nay,1868-06-15,0,,unknown,s440,,,,
,Nay,Not Voting,Yea,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,,Not Voting,,Nay,Yea,Not Voting,Yea,Not Voting,,,,Nay,Nay,Nay,Yea,Not Voting,Yea,,Yea,Yea,Nay,,Yea,,,,Nay,Not Voting,,Nay,,Yea,Nay,Nay,Not Voting,Yea,Yea,Nay,,Yea,,,,Yea,Yea,Nay,Yea,1868-06-15,0,,unknown,,,,,
,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Nay,Yea,Nay,Nay,Nay,Not Voting,Yea,Not Voting,Yea,Nay,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,,Nay,,Yea,Yea,Nay,Nay,Not Voting,,,,Nay,Nay,Nay,Not Voting,Not Voting,Nay,,Yea,Not Voting,Nay,,Not Voting,,,,Not Voting,Not Voting,,Nay,,Yea,Not Voting,Nay,Nay,Nay,Nay,Yea,,Nay,,,,Nay,Nay,Nay,Not Voting,1868-06-16,0,,unknown,hr1059,,,,
,Yea,Not Voting,Nay,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Not Voting,,Yea,,Yea,Not Voting,Yea,Yea,Nay,,,,Yea,Yea,Yea,Yea,Not Voting,Yea,,Yea,Yea,Yea,,Not Voting,,,,Yea,Not Voting,,Yea,,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,,Nay,,,,Yea,Yea,Yea,Yea,1868-06-16,0,,unknown,hr1059,,,,
,Nay,Not Voting,Yea,Yea,Nay,Nay,Yea,Yea,Not Voting,Yea,Nay,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,,Yea,,Nay,Yea,Nay,Yea,Not Voting,,,,Nay,Yea,Nay,Yea,Not Voting,Nay,,Yea,Yea,Yea,,Not Voting,,,,Nay,Not Voting,,Nay,,Nay,Yea,Yea,Yea,Yea,Yea,Nay,,Yea,,,,Not Voting,Nay,Yea,Yea,1868-06-16,0,,unknown,s440,,,,
,Yea,Not Voting,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Nay,Nay,Not Voting,Yea,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,,Yea,,Nay,Yea,Not Voting,Yea,Not Voting,,,,Nay,Nay,Yea,Yea,Not Voting,Nay,,Nay,Nay,Nay,,Not Voting,,,,Nay,Not Voting,,Nay,,Yea,Yea,Nay,Nay,Nay,Yea,Nay,,Nay,,,,Nay,Yea,Nay,Yea,1868-06-16,0,,unknown,s440,,,,
,Yea,Not Voting,Yea,Yea,Nay,Yea,Nay,Not Voting,Nay,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,,Nay,,Not Voting,Yea,Not Voting,Yea,Yea,,,,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,,Yea,Nay,Not Voting,,Not Voting,,,,Not Voting,Not Voting,,Nay,,Yea,Nay,Nay,Nay,Nay,Nay,Nay,,Yea,,,,Nay,Nay,Yea,Yea,1868-06-16,0,,unknown,,,,,
,Yea,Not Voting,Yea,Yea,Nay,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,,Nay,,Not Voting,Yea,Not Voting,Yea,Yea,,,,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,,Yea,Nay,Not Voting,,Not Voting,,,,Nay,Not Voting,,Nay,,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,,Yea,,,,Nay,Nay,Yea,Yea,1868-06-16,0,,unknown,,,,,
,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Nay,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,,Yea,,Nay,Yea,Not Voting,Yea,Yea,,,,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,,Not Voting,Yea,Not Voting,,Not Voting,,,,Nay,Not Voting,,Nay,,Yea,Yea,Not Voting,Nay,Nay,Nay,Nay,,Yea,,,,Yea,Nay,Yea,Yea,1868-06-16,0,,unknown,,,,,
,Yea,Not Voting,Yea,Yea,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,,Yea,,Nay,Yea,Yea,Yea,Nay,,,,Nay,Nay,Yea,Not Voting,Not Voting,Not Voting,,Yea,Yea,Yea,,Not Voting,,,,Not Voting,Not Voting,,Nay,,Yea,Yea,Nay,Not Voting,Nay,Yea,Nay,,Yea,,,,Nay,Not Voting,Nay,Yea,1868-06-17,0,,unknown,s440,,,,
,Not Voting,Not Voting,Nay,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,Not Voting,Yea,Nay,Not Voting,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,,Yea,,Nay,Nay,Yea,Yea,Not Voting,,,,Nay,Nay,Not Voting,Not Voting,Not Voting,Not Voting,,Nay,Nay,Yea,,Yea,,,,Not Voting,Not Voting,,Nay,,Nay,Nay,Nay,Not Voting,Not Voting,Nay,Nay,,Yea,,,,Nay,Nay,Yea,Yea,1868-06-17,0,,unknown,s440,,,,
,Nay,Not Voting,Yea,Nay,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Nay,Yea,Nay,Not Voting,Not Voting,Not Voting,,Yea,,Yea,Nay,Yea,Nay,Not Voting,,,,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Yea,,Yea,Yea,Yea,,Yea,,,,Yea,Not Voting,,Yea,,Nay,Yea,Yea,Not Voting,Not Voting,Nay,Yea,,Yea,,,,Yea,Nay,Yea,Nay,1868-06-17,0,,unknown,s440,,,,
,Yea,Not Voting,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,Yea,Nay,Yea,Not Voting,Not Voting,Not Voting,,Nay,,Yea,Nay,Nay,Yea,Yea,,,,Yea,Yea,Not Voting,Not Voting,Not Voting,Nay,,Yea,Yea,Nay,,Nay,,,,Yea,Nay,,Yea,,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Yea,,Nay,,,,Nay,Not Voting,Nay,Nay,1868-06-17,0,,unknown,,,,,
,Not Voting,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,,Nay,,Yea,Nay,Nay,Not Voting,Nay,,,,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,,Yea,Nay,Yea,,Yea,,,,Not Voting,Not Voting,,Not Voting,,Yea,Not Voting,Yea,Not Voting,Nay,Nay,Yea,,Nay,,,,Yea,Nay,Not Voting,Nay,1868-06-18,0,,unknown,sjres109,,,,
,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Not Voting,Not Voting,Not Voting,,Nay,,Not Voting,Nay,Nay,Nay,Not Voting,,,,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,,Nay,Not Voting,Nay,,Nay,,,,Nay,Not Voting,,Nay,,Nay,Not Voting,Yea,Nay,Nay,Nay,Yea,,Not Voting,,,,Yea,Yea,Yea,Not Voting,1868-06-18,0,,unknown,hr764,,,,
,Yea,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Not Voting,,Yea,,Yea,Nay,Not Voting,Not Voting,Yea,,,,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,,Nay,Not Voting,Yea,,Yea,,,,Nay,Not Voting,,Yea,,Yea,Yea,Yea,Yea,Not Voting,Yea,Nay,,Yea,,,,Yea,Yea,Yea,Not Voting,1868-06-18,0,,unknown,hr1059,,,,
,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,Nay,Yea,Nay,Not Voting,Yea,Nay,Yea,Not Voting,Not Voting,Not Voting,,Nay,,Nay,Yea,Yea,Nay,Yea,,,,Yea,Yea,Not Voting,Nay,Not Voting,Yea,,Nay,Yea,Yea,,Not Voting,,,,Nay,Yea,,Nay,,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,,Nay,,,,Nay,Yea,Yea,Yea,1868-06-19,0,,unknown,hr764,,,,
,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Nay,Nay,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Not Voting,,Yea,,Not Voting,Yea,Not Voting,Nay,Nay,,,,Nay,Yea,Nay,Not Voting,Not Voting,Nay,,Yea,Not Voting,Not Voting,,Nay,,,,Not Voting,Nay,,Yea,,Yea,Not Voting,Nay,Nay,Not Voting,Nay,Not Voting,,Nay,,,,Nay,Not Voting,Not Voting,Nay,1868-06-22,0,,unknown,hr605,,,,
,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Yea,Yea,Not Voting,Not Voting,Not Voting,Not Voting,,Yea,,Not Voting,Nay,Yea,Not Voting,Nay,,,,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,,Nay,Yea,Yea,,Not Voting,,,,Nay,Nay,,Nay,,Nay,Yea,Yea,Yea,Yea,Yea,Not Voting,,Yea,,,,Nay,Not Voting,Yea,Not Voting,1868-06-22,0,,unknown,s605,,,,
,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,Nay,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,,Yea,,Not Voting,Nay,Yea,Not Voting,Yea,,,,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,,Nay,Yea,Yea,,Yea,,,,Yea,Not Voting,,Yea,,Yea,Yea,Yea,Yea,Yea,Yea,Yea,,Yea,,,,Yea,Not Voting,Yea,Yea,1868-06-22,0,,unknown,hr1039,,,,
,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Yea,Yea,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Yea,Yea,Nay,Not Voting,,Yea,,Yea,Yea,Nay,Nay,Not Voting,,,,Yea,Yea,Nay,Yea,Not Voting,Nay,,Yea,Yea,Nay,,Yea,,,,Yea,Not Voting,,Yea,,Yea,Nay,Nay,Nay,Nay,Yea,Yea,,Nay,,,,Yea,Not Voting,Nay,Yea,1868-06-22,0,,unknown,,,,,
,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Not Voting,Nay,Yea,Not Voting,Yea,Yea,Yea,Yea,Nay,Yea,Not Voting,Yea,Not Voting,,Not Voting,,Yea,Not Voting,Yea,Nay,Not Voting,,,,Yea,Yea,Nay,Not Voting,Not Voting,Nay,,Yea,Yea,Not Voting,,Nay,,,,Yea,Not Voting,,Nay,,Yea,Nay,Yea,Not Voting,Not Voting,Nay,Not Voting,,Nay,,,,Yea,Not Voting,Nay,Yea,1868-06-23,0,,unknown,hr605,,,,
,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Not Voting,Not Voting,Not Voting,,Yea,,Not Voting,Yea,Yea,Not Voting,Not Voting,,,,Yea,Nay,Nay,Yea,Not Voting,Yea,,Yea,Nay,Yea,,Yea,,,,Not Voting,Not Voting,,Nay,,Not Voting,Yea,Nay,Yea,Not Voting,Nay,Not Voting,,Yea,,,,Yea,Nay,Yea,Yea,1868-06-24,0,,unknown,hr365,,,,
,Not Voting,Not Voting,Nay,Not Voting,Yea,Not Voting,Nay,Nay,Nay,Yea,Nay,Yea,Nay,Nay,Not Voting,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,,Nay,,Not Voting,Nay,Yea,Not Voting,Not Voting,,,,Yea,Yea,Yea,Nay,Not Voting,Nay,,Nay,Yea,Nay,,Nay,,,,Yea,Not Voting,,Yea,,Not Voting,Nay,Yea,Not Voting,Nay,Yea,Not Voting,,Nay,,,,Not Voting,Yea,Nay,Not Voting,1868-06-24,0,,unknown,hr365,,,,
,Not Voting,Not Voting,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Nay,Yea,Nay,Yea,Yea,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Not Voting,,Yea,,Not Voting,Yea,Yea,Not Voting,Not Voting,,,,Nay,Nay,Not Voting,Yea,Not Voting,Yea,,Yea,Yea,Nay,,Yea,,,,Yea,Not Voting,,Nay,,Not Voting,Yea,Nay,Yea,Yea,Not Voting,Nay,,Yea,,,,Not Voting,Yea,Yea,Yea,1868-06-24,0,,unknown,hr365,,,,
,Not Voting,Not Voting,Yea,Nay,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Nay,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,,Nay,,Not Voting,Yea,Not Voting,Yea,Yea,,,,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,,Yea,Yea,Nay,,Yea,,,,Yea,Not Voting,,Yea,,Yea,Nay,Nay,Nay,Nay,Yea,Yea,,Nay,,,,Not Voting,Yea,Nay,Yea,1868-06-24,0,,unknown,,,,,
,Not Voting,Not Voting,Yea,Nay,Yea,Nay,Yea,Nay,Nay,Yea,Yea,Yea,Not Voting,Yea,Nay,Yea,Nay,Yea,Not Voting,Yea,Not Voting,,Yea,,Not Voting,Not Voting,Not Voting,Nay,Not Voting,,,,Yea,Yea,Yea,Not Voting,Not Voting,Nay,,Yea,Nay,Not Voting,,Yea,,,,Yea,Not Voting,,Yea,,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Yea,,Not Voting,,,,Yea,Yea,Yea,Yea,1868-06-25,0,,unknown,hr605,,,,
,Not Voting,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Yea,Nay,Not Voting,Nay,Yea,Not Voting,Yea,Not Voting,Not Voting,Yea,Not Voting,,Yea,,Not Voting,Not Voting,Yea,Yea,Not Voting,,,,Yea,Yea,Yea,Yea,Not Voting,Yea,,Nay,Yea,Not Voting,,Yea,,,,Yea,Not Voting,,Yea,,Yea,Yea,Yea,Yea,Not Voting,Yea,Yea,,Yea,,,,Yea,Yea,Yea,Yea,1868-06-25,0,,unknown,hr1058,,,,
,Not Voting,Not Voting,Not Voting,Nay,Yea,Nay,Not Voting,Nay,Yea,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Not Voting,Yea,Not Voting,,Yea,,Not Voting,Not Voting,Not Voting,Not Voting,Yea,,,,Yea,Yea,Yea,Not Voting,Not Voting,Not Voting,,Not Voting,Yea,Not Voting,,Yea,,,,Yea,Not Voting,,Yea,,Not Voting,Nay,Yea,Nay,Nay,Nay,Yea,,Not Voting,,,,Yea,Yea,Not Voting,Nay,1868-06-25,0,,unknown,hr605,,,,
,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Not Voting,Not Voting,Nay,Nay,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,Yea,Not Voting,,Yea,,Not Voting,Yea,Nay,Nay,Not Voting,,,,Nay,Nay,Nay,Nay,Not Voting,Yea,,Not Voting,Not Voting,Not Voting,,Not Voting,,,,Nay,Not Voting,,Not Voting,,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Yea,,Yea,,,,Yea,Nay,Not Voting,Yea,1868-06-26,0,,unknown,hr605,,,,
,Not Voting,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Nay,Nay,Not Voting,Not Voting,Yea,Not Voting,,Yea,,Not Voting,Yea,Yea,Not Voting,Not Voting,,,,Nay,Yea,Nay,Not Voting,Not Voting,Yea,,Not Voting,Nay,Not Voting,,Yea,,,,Yea,Not Voting,,Yea,,Not Voting,Yea,Yea,Yea,Yea,Yea,Not Voting,,Not Voting,,,,Yea,Yea,Nay,Yea,1868-06-26,0,,unknown,hr605,,,,
,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Nay,Yea,Yea,Nay,Yea,Nay,Not Voting,Nay,Nay,Yea,Yea,Nay,Not Voting,Yea,Not Voting,,Nay,,Not Voting,Nay,Yea,Not Voting,Yea,,,,Yea,Yea,Yea,Not Voting,Not Voting,Yea,,Not Voting,Yea,Not Voting,,Nay,,,,Nay,Not Voting,,Yea,,Nay,Yea,Yea,Nay,Nay,Nay,Nay,,Yea,,,,Nay,Nay,Yea,Nay,1868-06-26,0,,unknown,hr605,,,,
,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Not Voting,Yea,Nay,Nay,Yea,Yea,Not Voting,Nay,Nay,Yea,Yea,Nay,Not Voting,Yea,Not Voting,,Nay,,Not Voting,Nay,Nay,Not Voting,Not Voting,,,,Yea,Yea,Yea,Not Voting,Not Voting,Yea,,Not Voting,Yea,Not Voting,,Nay,,,,Nay,Not Voting,,Yea,,Nay,Yea,Yea,Yea,Nay,Nay,Nay,,Yea,,,,Nay,Nay,Yea,Nay,1868-06-26,0,,unknown,hr605,,,,
,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Nay,Nay,Nay,Yea,Nay,Nay,Not Voting,Yea,Yea,Nay,Nay,Yea,Not Voting,Nay,Not Voting,,Yea,,Not Voting,Nay,Yea,Not Voting,Nay,,,,Nay,Nay,Nay,Not Voting,Not Voting,Yea,,Not Voting,Yea,Not Voting,,Yea,,,,Not Voting,Not Voting,,Nay,,Yea,Yea,Nay,Nay,Yea,Yea,Yea,,Nay,,,,Yea,Yea,Nay,Yea,1868-06-26,0,,unknown,hr605,,,,
,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Yea,Yea,Nay,Nay,Yea,Nay,Nay,Not Voting,Yea,Yea,Nay,Nay,Nay,Not Voting,Nay,Not Voting,,Yea,,Not Voting,Yea,Yea,Not Voting,Not Voting,,,,Nay,Nay,Nay,Not Voting,Not Voting,Yea,,Not Voting,Nay,Not Voting,,Yea,,,,Yea,Not Voting,,Nay,,Yea,Nay,Nay,Nay,Yea,Yea,Yea,,Nay,,,,Yea,Yea,Nay,Yea,1868-06-26,0,,unknown,hr605,,,,
,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Nay,Nay,Nay,Yea,Yea,Nay,Yea,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Not Voting,Yea,Not Voting,,Yea,,Not Voting,Yea,Not Voting,Nay,Yea,,,,Yea,Yea,Yea,Not Voting,Not Voting,Yea,,Not Voting,Nay,Not Voting,,Yea,,,,Yea,Not Voting,,Yea,,Not Voting,Yea,Yea,Not Voting,Yea,Nay,Yea,,Nay,,,,Yea,Nay,Nay,Nay,1868-06-26,0,,unknown,hr605,,,,
,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Nay,Not Voting,,Nay,,Not Voting,Not Voting,Not Voting,Nay,Nay,,,,Nay,Not Voting,Nay,Not Voting,Not Voting,Not Voting,,Not Voting,Nay,Not Voting,,Not Voting,,,,Nay,Not Voting,,Nay,,Yea,Nay,Not Voting,Nay,Yea,Yea,Nay,,Nay,,,,Yea,Nay,Nay,Nay,1868-06-26,0,,unknown,,,,,
,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Yea,Nay,Yea,Not Voting,Yea,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,,Nay,,Not Voting,Not Voting,Not Voting,Nay,Yea,,,,Nay,Not Voting,Yea,Not Voting,Not Voting,Not Voting,,Not Voting,Nay,Not Voting,,Not Voting,,,,Yea,Not Voting,,Yea,,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Yea,,Nay,,,,Not Voting,Yea,Nay,Yea,1868-06-26,0,,unknown,hr605,,,,
,Not Voting,Not Voting,Not Voting,Not Voting,Yea,Not Voting,Yea,Nay,Nay,Yea,Nay,Yea,Not Voting,Yea,Not Voting,Nay,Not Voting,Not Voting,Not Voting,Yea,Not Voting,,Nay,,Not Voting,Not Voting,Not Voting,Nay,Not Voting,,,,Nay,Not Voting,Yea,Not Voting,Not Voting,Not Voting,,Not Voting,Nay,Not Voting,,Yea,,,,Yea,Not Voting,,Yea,,Nay,Yea,Not Voting,Nay,Nay,Nay,Yea,,Nay,,,,Not Voting,Yea,Nay,Yea,1868-06-26,0,,unknown,hr605,,,,
,Not Voting,Not Voting,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Nay,Yea,Not Voting,Not Voting,Yea,Yea,Nay,Yea,Not Voting,Nay,Not Voting,,Nay,,Not Voting,Yea,Nay,Yea,Not Voting,,,,Yea,Not Voting,Yea,Yea,Not Voting,Nay,,Not Voting,Yea,Yea,,Nay,,,,Yea,Not Voting,,Not Voting,,Yea,Nay,Yea,Nay,Nay,Nay,Not Voting,,Nay,,,,Nay,Nay,Nay,Nay,1868-06-27,0,,unknown,,,,,
,Not Voting,Not Voting,Not Voting,Not Voting,Nay,Nay,Not Voting,Not Voting,Nay,Nay,Nay,Yea,Yea,Yea,Nay,Not Voting,Not Voting,Yea,Nay,Nay,Not Voting,,Nay,,Yea,Yea,Nay,Nay,Yea,,,,Nay,Nay,Nay,Not Voting,Not Voting,Yea,,Yea,Not Voting,Nay,,Nay,,,,Nay,Not Voting,,Not Voting,,Not Voting,Nay,Nay,Nay,Nay,Yea,Not Voting,,Nay,,,,Nay,Not Voting,Nay,Nay,1868-06-29,0,,unknown,,,,,
,Yea,Not Voting,Nay,Not Voting,Yea,Not Voting,Yea,Yea,Yea,Yea,Yea,Yea,Not Voting,Not Voting,Yea,Yea,Not Voting,Yea,Nay,Yea,Not Voting,,Yea,,Not Voting,Yea,Nay,Not Voting,Yea,,,,Yea,Not Voting,Not Voting,Not Voting,Not Voting,Yea,,Not Voting,Not Voting,Yea,,Not Voting,,,,Yea,Not Voting,,Not Voting,,Not Voting,Yea,Yea,Nay,Not Voting,Not Voting,Not Voting,,Nay,,,,Yea,Yea,Yea,Nay,1868-06-29,0,,unknown,,,,,
,Yea,Not Voting,Yea,Yea,Not Voting,Nay,Yea,Yea,Nay,Not Voting,Nay,Yea,Not Voting,Not Voting,Nay,Yea,Nay,Yea,Nay,Yea,Not Voting,,Nay,,Not Voting,Yea,Nay,Yea,Not Voting,,,,Yea,Yea,Yea,Nay,Yea,Nay,,Not Voting,Not Voting,Nay,,Nay,,,,Nay,Not Voting,,Yea,,Not Voting,Nay,Yea,Not Voting,Nay,Nay,Not Voting,,Nay,,,,Yea,Nay,Nay,Nay,1868-06-29,0,,unknown,hr818,,,,
,Not Voting,Not Voting,Yea,Nay,Nay,Not Voting,Nay,Not Voting,Nay,Not Voting,Yea,Not Voting,Not Voting,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,Not Voting,,Yea,,Not Voting,Yea,Not Voting,Yea,Yea,,,,Nay,Nay,Yea,Not Voting,Not Voting,Yea,,Not Voting,Not Voting,Yea,,Yea,,,,Yea,Not Voting,,Not Voting,,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,,Nay,,,,Not Voting,Nay,Not Voting,Not Voting,1868-06-30,0,,unknown,,,,,
,Not Voting,Not Voting,Yea,Yea,Nay,Not Voting,Yea,Yea,Nay,Yea,Yea,Not Voting,Not Voting,Not Voting,Nay,Nay,Not Voting,Not Voting,Not Voting,Nay,Not Voting,,Yea,,Not Voting,Yea,Not Voting,Nay,Nay,,,,Nay,Nay,Yea,Not Voting,Not Voting,Yea,,Not Voting,Nay,Yea,,Nay,,,,Yea,Not Voting,,Not Voting,,Not Voting,Nay,Yea,Yea,Yea,Yea,Yea,,Nay,,,,Not Voting,Nay,Not Voting,Not Voting,1868-06-30,0,,unknown,,,,,
,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,Not Voting,Nay,Nay,Nay,Yea,Not Voting,Yea,Yea,Yea,Nay,Yea,Not Voting,Nay,Not Voting,,Nay,,Not Voting,Yea,Yea,Nay,Not Voting,,,,Nay,Yea,Yea,Nay,Yea,Nay,,Not Voting,Yea,Nay,,Nay,,,,Nay,Not Voting,,Nay,,Not Voting,Nay,Nay,Nay,Nay,Nay,Nay,,Nay,,,,Nay,Nay,Nay,Nay,1868-06-30,0,,unknown,,,,,
,Yea,Not Voting,Yea,Nay,Nay,Nay,Nay,Nay,Nay,Yea,Nay,Yea,Not Voting,Yea,Yea,Yea,Nay,Yea,Not Voting,Nay,Not Voting,,Nay,,Not Voting,Yea,Nay,Nay,Not Voting,,,,Nay,Yea,Nay,Nay,Yea,Nay,,Not Voting,Nay,Nay,,Nay,,,,Nay,Not Voting,,Not Voting,,Not Voting,Nay,Nay,Nay,Nay,Nay,Not Voting,,Nay,,,,Nay,Nay,Nay,Nay,1868-06-30,0,,unknown,,,,,
